study	taxonomic_level	taxa_or_feature	no_difference	group_lower	group_higher	qval	method	multi_comp	multi_comp_method
ra_littman	OTU	g__Veillonella;s__		control	nora	<0.05	kruskal_wallis	yes	FDR
ra_littman	Genus	g__Catenibacterium		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman	Genus	g__Veillonella		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman	OTU	g__Prevotella;s__		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman	Genus	g__Prevotella		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman	Family	f__Prevotellaceae		control	nora	<0.01	kruskal_wallis	yes	FDR
ra_littman		bf_ratio	x						
asd_son		alpha_diversity	x				"shannon, chao1"		
asd_son		beta_diversity	x				"bray_curtis, jaccard, morisita_horn"		
asd_son	Genus	g__Chlorosplast	note-probably-related-to-chia-seeds	control	asd				
edd_singh		alpha_diversity		edd	control		"shannon, chao1"		
edd_singh		beta_diversity				<0.0001	"jaccard, bray_curtis"		
edd_singh	Phylum	p__Proteobacteria		control	edd		lefse		
edd_singh	Genus	g__Escherichia		control	edd		lefse		
edd_singh	Class	c__Gammaproteobacteria		control	edd		lefse		
edd_singh	Family	f__Enterobacteriaceae		control	edd		lefse		
edd_singh	Order	o__Enterobacteriales		control	edd		lefse		
edd_singh	Genus	f__Enterobacteriaceae;g__		control	edd		lefse		
edd_singh	Species	f__Enterobacteriaceae;g__;s__		control	edd		lefse		
edd_singh	Class	c__Bacilli		control	edd		lefse		
edd_singh	Order	o__Lactobacillales		control	edd		lefse		
edd_singh	Family	f__Pasteurellaceae		control	edd		lefse		
edd_singh	Order	o__Pasteurellales		control	edd		lefse		
edd_singh	Family	f__Streptococcaceae		control	edd		lefse		
edd_singh	Genus	g__Streptococcus		control	edd		lefse		
edd_singh	Species	g__Haemophilus;s__parainfluenzae		control	edd		lefse		
edd_singh	Genus	g__Ruminococcus		control	edd		lefse		
edd_singh	Class	c__Clostridia		edd	control		lefse		
edd_singh	Genus	g__Dorea		edd	control		lefse		
edd_singh	Species	g__Blautia;s__obeum		edd	control		lefse		
edd_singh	Genus	g__Holdemania		edd	control		lefse		
edd_singh	Species	g__Roseburia;s__		edd	control		lefse		
edd_singh	Species	g__Ruminococcus;s__bromii		edd	control		lefse		
edd_singh	Species	g__Bifidobacterium;s__adolescentis		edd	control		lefse		
edd_singh	Genus	g__Butyricimonas		edd	control		lefse		
edd_singh	Genus	g__Faecalibacterium		edd	control		lefse		
edd_singh	Genus	f__Bacteroidaceae;g__		edd	control		lefse		
edd_singh	Species	f__Bacteroidaceae;g__;s__		edd	control		lefse		
edd_singh	Phylum	p__Verrucomicrobia		edd	control		lefse		
edd_singh	Order	o__Clostridiales		edd	control		lefse		
edd_singh	Class	c__Actinobacteria		edd	control		lefse		
edd_singh	Genus	g__Bifidobacterium		edd	control		lefse		
edd_singh	Order	o__Bifidobacteriales		edd	control		lefse		
edd_singh	Family	f__Bifidobacteriaceae		edd	control		lefse		
edd_singh	Genus	o__Bifidobacteriales;f__Bifidobacteriaceae;g__		edd	control		lefse		
edd_singh	Genus	f__Lachnospiraceae;g__		edd	control		lefse		
edd_singh	Species	f__Lachnospiraceae;g__;s__		edd	control		lefse		
edd_singh	Family	f__Barnesiellaceae		edd	control		lefse		
edd_singh	Genus	g__Coprococcus		edd	control		lefse		
edd_singh	Family	o__Bacteroidales;f__		edd	control		lefse		
edd_singh	Genus	g__Blautia		edd	control		lefse		
edd_singh	Species	o__Bacteroidales;f__;g__;s__		edd	control		lefse		
edd_singh	Order	o__Burkholderiales		edd	control		lefse		
edd_singh	Species	g__Parabacteroides;s__distasonis		edd	control		lefse		
edd_singh	Family	o__Clostridiales;f__		edd	control		lefse		
edd_singh	Genus	g__Sutterella		edd	control		lefse		
edd_singh	Species	o__Clostridiales;f__;g__;s__		edd	control		lefse		
edd_singh	Genus	g__Parabacteroides		edd	control		lefse		
edd_singh	Species	f__Ruminococcaceae;g__;s__		edd	control		lefse		
edd_singh	Genus	f__Ruminococcaceae;g__		edd	control		lefse		
edd_singh	Genus	g__Oscillospira		edd	control		lefse		
edd_singh	Family	f__Porphyromonadaceae		edd	control		lefse		
edd_singh	Species	g__Bacteroides;s__		edd	control		lefse		
edd_singh	Family	f__Rikenellaceae		edd	control		lefse		
edd_singh	Family	f__Ruminococcaceae		edd	control		lefse		
edd_singh	Phylum	p__Bacteroidetes		edd	control		lefse		
edd_singh	Phylum	p__Firmicutes		edd	control		lefse		
edd_singh	Class	c__Bacteroidia		edd	control		lefse		
hiv_dinh		alpha_diversity	x						
hiv_dinh		beta_diversity				<0.05			
hiv_dinh	Phylum	p__Proteobacteria		control	hiv	<0.05	lefse	no	
hiv_dinh	Family	f__Rikenellaceae		hiv	control	0.01	lefse	no	
hiv_dinh	Genus	g__Alistipes		hiv	control	0.01	lefse	no	
hiv_dinh	Genus	g__Barnesiella		control	hiv	0.01	lefse	no	
hiv_dinh	Family	f__Erysipelotrichaceae		control	hiv	0.01	lefse	no	
hiv_dinh	Class	c__Erysipelotrichi		control	hiv	0.01	lefse	no	
hiv_dinh	Order	o__Erysipelotrichales		control	hiv	0.01	lefse	no	
hiv_dinh	Order	o__Enterobacteriales		control	hiv	<0.05	lefse	no	
hiv_dinh	Family	f__Enterobacteriaceae		control	hiv	<0.05	lefse	no	
hiv_dinh	Class	c__Gammaproteobacteria		control	hiv	0.04	lefse	no	
t1d_mejia		alpha_diversity	x						
t1d_mejia		bf_ratio	x						
t1d_mejia	Genus	f__Prevotellaceae;g__Prevotella		t1d	control	0.003	anova_tukey	tukey	
t1d_mejia	Genus	f__Bacteroidaceae;g__Bacteroides		control	t1d	0.0037	anova_tukey		
t1d_mejia	Genus	f__Veillonellaceae;g__Acidaminococcus		t1d	control	0.0214	anova_tukey	tukey	
t1d_mejia	Genus	f__Veillonellaceae;g__Megamonas		t1d	control	0.0161	anova_tukey		
mhe_zhang		alpha_diversity		mhe	control				
mhe_zhang		alpha_diversity		cirr	control				
mhe_zhang	Family	f__Eubacteriaceae		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Eubacteriaceae		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	o__Clostridiales;f__		control	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	o__Clostridiales;f__		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Sutterellaceae		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Sutterellaceae		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Prevotellaceae		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Prevotellaceae		cirr	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Enterobacteriaceae		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Family	f__Enterobacteriaceae		cirr	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Odoribacter		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Odoribacter		control	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Flavonifractor		control	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Flavonifractor		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Coprobacillus		control	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Coprobacillus		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Eubacterium		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Eubacterium		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Lachnospira		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Lachnospira		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Parasutterella		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Parasutterella		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	f__Erysipelotrichaceae;g__		mhe	control	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	f__Erysipelotrichaceae;g__		mhe	cirr	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Prevotella		cirr	mhe	<0.05	dunns_method	yes	dunns_method
mhe_zhang	Genus	g__Prevotella		cirr	control	<0.05	dunns_method	yes	dunns_method
ob_ross		no_within-study_significant_anything							
t1d_alkanani		alpha_diversity	x						
t1d_alkanani	OTU	p__Bacteroidetes;c__;o__;f__;g__;s__		t1d	control	<0.1		yes	cant_figure_it_out
t1d_alkanani	OTU	g__Alistipes;s__		t1d	control	<0.1		yes	
t1d_alkanani	OTU	f__Rikenellaceae;g__RC9-gut-group;s__		?	?	<0.1		yes	
t1d_alkanani	OTU	f__Prevotellaceae;g__;s__		?	?	<0.1		yes	
t1d_alkanani	OTU	g__Catenibacterium		?	?	<0.1		yes	
t1d_alkanani	OTU	g__Lactobacillus		control?	t1d?	<0.1		yes	
t1d_alkanani	OTU	g__Staphylococcus		?	?	<0.1		yes	
t1d_alkanani	OTU	g__Succiniclasticum		control?	t1d?	<0.1		yes	
t1d_alkanani	OTU	g__Thalassospira		?	?	<0.1		yes	
hiv_lozupone		alpha_diversity		control	HIV	0.013	shannon		
hiv_lozupone		alpha_diversity		control	HIV	0.0003	phylogenetic_diversity		
hiv_lozupone	genus	g__Catenibacterium		control	HIV	0.000562759	anova	yes	fdr
hiv_lozupone	genus	f__Clostridiales Incertae Sedis XIII;g__		control	HIV	0.000493554	anova	yes	fdr
hiv_lozupone	genus	g__Dialister		control	HIV	0.000820105	anova	yes	fdr
hiv_lozupone	genus	g__Oscillospira		control	HIV	0.002050511	anova	yes	fdr
hiv_lozupone	genus	g__Desulfovibrio		control	HIV	0.004751804	anova	yes	fdr
hiv_lozupone	genus	g__Bulleidia		control	HIV	0.007593229	anova	yes	fdr
hiv_lozupone	genus	g__Prevotella		control	HIV	0.007075473	anova	yes	fdr
hiv_lozupone	genus	f__Clostridiales Incertae Sedis XIII;g__		control	HIV	0.020395585	anova	yes	fdr
hiv_lozupone	genus	g__Mitsuokella		control	HIV	0.019247692	anova	yes	fdr
hiv_lozupone	genus	f__Veillonellaceae;g__		control	HIV	0.031751519	anova	yes	fdr
hiv_lozupone	genus	g__Bacteroides		HIV	control	0.000841985	anova	yes	fdr
hiv_lozupone	genus	g__Parabacteroides		HIV	control	0.003106181	anova	yes	fdr
hiv_lozupone	genus	g__Alistipes		HIV	control	0.003506841	anova	yes	fdr
hiv_lozupone	family	f__Erysipelotrichaceae		control	HIV	0.005934864	anova	yes	fdr
hiv_lozupone	family	f__Prevotellaceae		control	HIV	0.014281924	anova	yes	fdr
hiv_lozupone	family	f__Clostridiales Incertae Sedis XIII		control	HIV	0.011097728	anova	yes	fdr
hiv_lozupone	family	f__Veillonellaceae		control	HIV	0.016680291	anova	yes	fdr
hiv_lozupone	family	f__Bacteroidaceae		HIV	control	0.001262977	anova	yes	fdr
hiv_lozupone	family	f__Rikenellaceae		HIV	control	0.010260721	anova	yes	fdr
hiv_lozupone	family	f__Porphyromonadaceae		HIV	control	0.018424196	anova	yes	fdr
hiv_noguerajulian		alpha_diversity		HIV	control				
hiv_dubourg		alpha_diversity		HIV	control	0.0068	shannon		
hiv_dubourg	species	Acetivibrio_cellulolyticus		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Acinetobacter_johnsonii		control	HIV	0.001	mann_whitney	no	
hiv_dubourg	species	Aeromonas_hydrophila		HIV	control	0.023	mann_whitney	no	
hiv_dubourg	species	Anaerostipes_hadrus		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Asaccharobacter_celatus		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Bacteroides_galacturonicus		HIV	control	0.047	mann_whitney	no	
hiv_dubourg	species	Bacteroides_massiliensis		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Barnesiella_intestinihominis		HIV	control	0.01	mann_whitney	no	
hiv_dubourg	species	Barnesiella_viscericola		HIV	control	0.046	mann_whitney	no	
hiv_dubourg	species	Bifidobacterium_indicum		HIV	control	0.031	mann_whitney	no	
hiv_dubourg	species	Blautia_faecis		HIV	control	0.002	mann_whitney	no	
hiv_dubourg	species	Blautia_glucerasea		HIV	control	0.011	mann_whitney	no	
hiv_dubourg	species	Clostridium_aurantibutyricum		HIV	control	0.025	mann_whitney	no	
hiv_dubourg	species	Clostridium_chauvoei		HIV	control	0.043	mann_whitney	no	
hiv_dubourg	species	Clostridium_clariflavum		HIV	control	0.006	mann_whitney	no	
hiv_dubourg	species	Clostridium_hiranonis		HIV	control	0.005	mann_whitney	no	
hiv_dubourg	species	Clostridium_innocuum		HIV	control	0.002	mann_whitney	no	
hiv_dubourg	species	Clostridium_intestinale		HIV	control	0.004	mann_whitney	no	
hiv_dubourg	species	Clostridium_leptum		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Clostridium_lituseburense		HIV	control	0.02	mann_whitney	no	
hiv_dubourg	species	Clostridium_methylpentosum		HIV	control	0.011	mann_whitney	no	
hiv_dubourg	species	Clostridium_papyrosolvens		HIV	control	0	mann_whitney	no	
hiv_dubourg	species	Clostridium_polysaccharolyticum		HIV	control	0.021	mann_whitney	no	
hiv_dubourg	species	Clostridium_quinii		HIV	control	0.008	mann_whitney	no	
hiv_dubourg	species	Clostridium_ruminantium		HIV	control	0.017	mann_whitney	no	
hiv_dubourg	species	Clostridium_sordellii		HIV	control	0.006	mann_whitney	no	
hiv_dubourg	species	Clostridium_sporosphaeroides		HIV	control	0.011	mann_whitney	no	
hiv_dubourg	species	Cronobacter_muytjensii		control	HIV	0.025	mann_whitney	no	
hiv_dubourg	species	Enterobacter_aerogenes		control	HIV	0.025	mann_whitney	no	
hiv_dubourg	species	Coprococcus_catus		HIV	control	0.025	mann_whitney	no	
hiv_dubourg	species	Corynebacterium_bovis		HIV	control	0.019	mann_whitney	no	
hiv_dubourg	species	Enterococcus_durans		control	HIV	0.007	mann_whitney	no	
hiv_dubourg	species	Dorea_longicatena		HIV	control	0.004	mann_whitney	no	
hiv_dubourg	species	Enterococcus_faecalis		control	HIV	0.023	mann_whitney	no	
hiv_dubourg	species	Enterococcus_raffinosus		control	HIV	0.036	mann_whitney	no	
hiv_dubourg	species	Streptococcus_anginosus		control	HIV	0.038	mann_whitney	no	
hiv_dubourg	species	Clostridium_tertium		control	HIV	0.046	mann_whitney	no	
hiv_dubourg	species	Ethanoligenens_harbinense		HIV	control	0.006	mann_whitney	no	
hiv_dubourg	species	Eubacterium_coprostanoligenes		HIV	control	0	mann_whitney	no	
hiv_dubourg	species	Eubacterium_eligens		HIV	control	0.007	mann_whitney	no	
hiv_dubourg	species	Eubacterium_hallii		HIV	control	0.019	mann_whitney	no	
hiv_dubourg	species	Comamonas_testosteroni		control	HIV	0.025	mann_whitney	no	
hiv_dubourg	species	Eubacterium_ramulus		HIV	control	0.007	mann_whitney	no	
hiv_dubourg	species	Eubacterium_rectale		HIV	control	0.011	mann_whitney	no	
hiv_dubourg	species	Eubacterium_ruminantium		HIV	control	0.019	mann_whitney	no	
hiv_dubourg	species	Faecalibacterium_prausnitzii		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Fusicatenibacter_saccharivorans		HIV	control	0.002	mann_whitney	no	
hiv_dubourg	species	Gemmiger_formicilis		HIV	control	0.006	mann_whitney	no	
hiv_dubourg	species	Gracilibacter_thermotolerans		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Intestinimonas_butyriciproducens		HIV	control	0.002	mann_whitney	no	
hiv_dubourg	species	Natranaerovirga_pectinivora		HIV	control	0.021	mann_whitney	no	
hiv_dubourg	species	Roseburia_faecis		HIV	control	0.014	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_albus		HIV	control	0.042	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_bromii		HIV	control	0.002	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_callidus		HIV	control	0.016	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_champanellensis		HIV	control	0.033	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_faecis		HIV	control	0.045	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_flavefaciens		HIV	control	0.001	mann_whitney	no	
hiv_dubourg	species	Ruminococcus_torques		HIV	control	0.045	mann_whitney	no	
hiv_dubourg	species	Selenomonas_ruminantium		HIV	control	0.008	mann_whitney	no	
hiv_dubourg	species	Slackia_heliotrinireducens		HIV	control	0.031	mann_whitney	no	
hiv_dubourg	species	Staphylococcus_equorum		HIV	control	0.033	mann_whitney	no	
hiv_dubourg	species	Eubacterium_limosum		control	HIV	0.035	mann_whitney	no	
hiv_dubourg	species	Subdoligranulum_variabile		HIV	control	0.025	mann_whitney	no	
hiv_dubourg	species	Turicibacter_sanguinis		control	HIV	0.007	mann_whitney	no	
hiv_dubourg	genus	g__Escherichia		control	HIV		lefse	no	
hiv_dubourg	genus	g__Enterococcus		control	HIV		lefse	no	
hiv_dubourg	genus	g__Citrobacter		control	HIV		lefse	no	
hiv_dubourg	genus	g__Acinetobacter		control	HIV		lefse	no	
hiv_dubourg	genus	g__Eubacterium		control	HIV		lefse	no	
hiv_dubourg	genus	g__Enterobacter		control	HIV		lefse	no	
hiv_dubourg	genus	g__Comamonas		control	HIV		lefse	no	
hiv_dubourg	genus	g__Planomicrobium		control	HIV		lefse	no	
hiv_dubourg	genus	g__Anaerofustis		control	HIV		lefse	no	
hiv_dubourg	genus	g__Fusobacterium		control	HIV		lefse	no	
hiv_dubourg	genus	g__Morganella		control	HIV		lefse	no	
hiv_dubourg	genus	g__Pseudoramibacter		control	HIV		lefse	no	
hiv_dubourg	genus	g__Smithella		control	HIV		lefse	no	
hiv_dubourg	genus	g__Cronobacter		control	HIV		lefse	no	
hiv_dubourg	genus	g__Acetobacterium		control	HIV		lefse	no	
hiv_dubourg	genus	g__Serratia		control	HIV		lefse	no	
hiv_dubourg	genus	g__Raoultella		control	HIV		lefse	no	
hiv_dubourg	genus	g__Pantoea		control	HIV		lefse	no	
hiv_dubourg	genus	g__Sarcina		HIV	control		lefse	no	
hiv_dubourg	genus	g__Gordonibacter		HIV	control		lefse	no	
hiv_dubourg	genus	g__Moryella		HIV	control		lefse	no	
hiv_dubourg	genus	g__Solobacterium		HIV	control		lefse	no	
hiv_dubourg	genus	g__Corynebacterium		HIV	control		lefse	no	
hiv_dubourg	genus	g__Gemella		HIV	control		lefse	no	
hiv_dubourg	genus	g__Acetitomaculum		HIV	control		lefse	no	
hiv_dubourg	genus	g__Turicibacter		HIV	control		lefse	no	
hiv_dubourg	genus	g__Marvinbryantia		HIV	control		lefse	no	
hiv_dubourg	genus	g__Geobacillus		HIV	control		lefse	no	
hiv_dubourg	genus	g__Thalassospira		HIV	control		lefse	no	
hiv_dubourg	genus	g__Roseburia		HIV	control		lefse	no	
hiv_dubourg	genus	g__Adlercreutzia		HIV	control		lefse	no	
hiv_dubourg	genus	g__Papillibacter		HIV	control		lefse	no	
hiv_dubourg	genus	g__Desulfotomaculum		HIV	control		lefse	no	
hiv_dubourg	genus	g__Barnesiella		HIV	control		lefse	no	
hiv_dubourg	genus	g__Ethanoligenens		HIV	control		lefse	no	
hiv_dubourg	genus	g__Lachnospira		HIV	control		lefse	no	
hiv_dubourg	genus	g__Gardnerella		HIV	control		lefse	no	
hiv_dubourg	genus	g__Coprococcus		HIV	control		lefse	no	
hiv_dubourg	genus	g__Anaerostipes		HIV	control		lefse	no	
hiv_dubourg	genus	g__Dorea		HIV	control		lefse	no	
hiv_dubourg	genus	g__Clostridium		HIV	control		lefse	no	
hiv_dubourg	genus	g__Collinsella		HIV	control		lefse	no	
hiv_dubourg	genus	g__Pseudobutyrivibrio		HIV	control		lefse	no	
hiv_dubourg	genus	g__Faecalibacterium		HIV	control		lefse	no	
hiv_dubourg	genus	g__Blautia		HIV	control		lefse	no	
hiv_dubourg	genus	g__Ruminococcus		HIV	control		lefse	no	
hiv_dubourg	genus	g__Subdoligranulum		HIV	control		lefse	no	
